TESIS,TITULO,FECHA,RESUMEN,TIPO ARCHIVO,Idioma,TIPO TT,AUTOR1,AUTOR2,AUTOR3,AUTOR4,DIRECTOR1,DIRECTOR2,PALABRAS CLAVES 1,PALABRAS CLAVES 2,PALABRAS CLAVES 3,PALABRAS CLAVES 4,PALABRAS CLAVES 5,PALABRAS CLAVES 6,PALABRAS CLAVES 7,URL
Control_y_localizacion_de_equipos_mediante_el_uso_de_tecnologia_RFID_2012,Control y localizacion de equipos mediante el uso de tecnologia RFID,2012,"Este articulo muestra en principio como funcionan los sistemas RFID siendo ellos una combinacion de implementacion tanto en hardware o software, de un sistema de procesamiento e identificacion de datos. Luego se presentan los componentes hardware usados para el desarrollo de la solucion. Finalmente se muestra el comportamiento del software para el control y localizacion de equipos computacionales con el uso de RFID y su implementacion en el campus universitario de UTPL, con la muestra determinada que se puso a prueba, los tags adquiridos son presentandonos en un escenario real de la UTPL.",PDF,es,Trabajo de Fin de Titulacion,Bustamante Granda Wayner Xavier,NULL,NULL,NULL,Alberca Prieto Greyson Paul,NULL,Fisica aplicada,Tecnologia RFID,Ingeniero en sistemas informaticos y computacion,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=10964.titn.
Control_y_solucion_antiviral_de_la_red_corporativa_de_la_UTPL_mediante_una_aplicacion_entre_la_administracion_centralizada_F_Secure_y_el_router_switch_core_mediante_el_bloqueo_de_trafico_de_equipos_con_ACL_S_2012,Control y solucion antiviral de la red corporativa de la UTPL mediante una aplicacion entre la administracion centralizada F Secure y el router switch core mediante el bloqueo de trafico de equipos con ACL S,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Sanchez Maldonado Karla Patricia,Chamba Eras Luis Antonio,NULL,NULL,Sucunuta España Manuel Eduardo,NULL,Virus informatico,Red Corporativa,Ingeniero en sistemas informaticos y computacion,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=10967.titn.
Configuracion_de_una_arquitectura_para_recuperacion_de_informacion_mediante_el_uso_de_una_herramienta_de_Software_2012,Configuracion de una arquitectura para recuperacion de informacion mediante el uso de una herramienta de Software,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Ortega Espinosa Christopher Patricio,NULL,NULL,NULL,Riofrio Calderon Guido Eduardo,NULL,Programas para computadores,Recuperacion de informacion,Software,Inderacion,Ingeniero en Sistemas Informaticos y Computacion,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=10217.titn.
Configuracion_e_implementacion_de_un_firewall_backup_en_Linux_que_garantice_la_seguridad_y_comunicacion_en_la_transmision_dentro_y_fuera_de_la_UTPL_2012,Configuracion e implementacion de un firewall backup en Linux que garantice la seguridad y comunicacion en la transmision dentro y fuera de la UTPL,2012,"La seguridad es el tema principal a tratar cuando una organizacion desea conectar su red privada al Internet. Sin tomar en cuenta el tipo de negocios, dia a dia se va incrementado el numero de usuarios de redes privadas por la demanda del acceso a los servicios de Internet tal es el caso del World Wide Web (WWW), Internet Mail (e-mail), Telnet, y File Transfer Protocol (FTP) Los administradores de red tienen que incrementar los mecanismos de seguridad de sus sistemas, debido a que se expone los datos privados de la organizacion, asi como la infraestructura de sus redes hacia el Internet. Para proveer el nivel de proteccion requerida, una organizacion necesita seguir una politica de seguridad para prevenir el acceso no autorizado de usuarios externos a los recursos propios de la red privada, y protegerse contra la exportacion de informacion, asi como establecer una politica de seguridad interna para administrar el acceso de usuarios a segmentos de la red y proteger la informacion secreta. Debido al gran y diverso tipo de informacion, y al nivel de exposicion que se maneja en una empresa es necesario entre otras cosas segmentar la red, con diferentes niveles de seguridad para cada segmento, de esta manera se asegura la integridad de la informacion de cada uno de los servicios, asi como el control y acceso.",PDF,es,Trabajo de Fin de Titulacion,Cordova Erreis Carlos Gabriel,Zaragocin Arrobo Marco antonio,NULL,NULL,Espinoza Velez Maria Paula,NULL,Seguridad del sistema,Base de datos,Ingeniero en sistemas informaticos y computacion,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=10223.titn.
Control_de_acceso_a_los_servicios_de_internet_de_la_UTPL_2012,Control de acceso a los servicios de internet de la UTPL,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Montaño Obaco Viviana Raquel,Chamba Sanchez Efrain Washington,NULL,NULL,Espinoza Velez Maria Paula,NULL,UTPL,Red LAN,Ingeniero en sistemas informaticos y computacion,Red WAN,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=10648.titn.
Construccion_de_un_Aintranet_Sable_para_el_proyecto_exalumnos_de_Relaciones_interinstitucionales_de_la_UTPL_2012,Construccion de un Aintranet Sable para el proyecto exalumnos de Relaciones interinstitucionales de la UTPL,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Arciniega Vera Andrea Johanna,Ordoñez Giron Maria Elena,NULL,NULL,Benitez Hurtado Segundo Raymundo,NULL,UTPL,Relaciones Internacionales,Intranet,Ingeniero en Sistemas Informaticos y Computacion,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=10463.titn.
Construccion_de_una_herramienta_para_predecir_el_comportamiento_del_trafico_generado_por_las_aplicaciones_de_interenet_mas_utilizadas_en_la_red_LAN_de_la_UTPL_2012,Construccion de una herramienta para predecir el comportamiento del trafico generado por las aplicaciones de interenet mas utilizadas en la red LAN de la UTPL,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Reategui Rojas Ruth Maria,Valdiviezo Diaz Priscila Marisela,NULL,NULL,Torres Tandazo Rommel Vicente,NULL,UTPL,Red LAN,Protocolos TCP/IP,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=10475.titn.
Consolidacion_de_las_tecnologias_de_informacion_y_comunicacion_implementadas_en_la_Universidad_Catolica_San_Pablo_Chiquitos_2012,Consolidacion de las tecnologias de informacion y comunicacion implementadas en la Universidad Catolica San Pablo Chiquitos,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Pozo Barreto Vanessa Johanna,NULL,NULL,NULL,Vasquez Gonzalez Cecilia de Lourdes,NULL,Redes,Bolivia,Chiquitos,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=10453.titn.
Definicion_e_implementacion_de_lineamientos_de_la_metodologia_de_programacion_orientada_aspectos_para_el_desarrollo_de_software_2012,Definicion e implementacion de lineamientos de la metodologia de programacion orientada aspectos para el desarrollo de software,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Chuico Pinto Jimmy Franco,Vasquez Romero Wagner Rolando,NULL,NULL,Morocho Yunga Juan Carlos,NULL,Ingeniero en sistemas informaticos y computacion,Metodologia de la programacion,NULL,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=13248.titn.
Definicion_de_procesos_para_el_grupo_de_desarrollo_de_software_de_la_unidad_de_proyectos_y_sistemas_informaticos_de_la_UTPL_basado_en_el_modelo_de_capacidad_de_madurez_integrados_cmmi_v_12_2012,Definicion de procesos para el grupo de desarrollo de software de la unidad de proyectos y sistemas informaticos de la UTPL basado en el modelo de capacidad de madurez integrados cmmi v 12,2012,"El presente proyecto nace como una respuesta a la necesidad de la UPSI  GDS (Unidad de Proyectos y Sistemas Informaticos  Grupo de Desarrollo de Software) de formalizar los procesos de gestion y desarrollo de los proyectos que se ejecutan en el grupo. Con el apoyo de la Direccion de la Escuela de Ciencias de la Computacion se inicia un proyecto de graduacion, en el que los Tesistas desarrollaron un Proyecto Puzzle, basado en el Modelo de Capacidad de Madurez Integrado (CMMI v1.2) elaborando las politicas, estandares y procedimientos para la administracion de las distintas areas o grupos involucrados en los procesos de gestion y desarrollo de proyectos del GDS, en busqueda de alcanzar el nivel de madurez 2 o nivel Administrado propuesto por CMMI v1.2.",PDF,es,Trabajo de Fin de Titulacion,Medina Rivera Enrique Fabian,Paredes Muñoz Paul Fernando,NULL,NULL,Morocho Juan Carlos,NULL,CMMI,Software,PMBOK,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=13241.titn.
Definicion_de_un_ciclio_de_produccion_para_web_y_multimedia_para_el_grupo_sociedad_electronica_2012,Definicion de un ciclio de produccion para web y multimedia para el grupo sociedad electronica,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Calva Flores Monica Magdalena,Romero Gonzalez Karla Alexandra,NULL,NULL,Guaycha Carrion Mayra Enith,NULL,Web Multimedia,Sociedad Electronica,NULL,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=13242.titn.
Definicion_de_una_arquitectura_para_recuperacion_de_informacion_multilingue_2012,Definicion de una arquitectura para recuperacion de informacion multilingue,2012,"La recuperacion de informacion multilingüe se refiere a la recuperacion de informacion y/o documentos independientemente del lenguaje en que se formula la consulta, luego se obtiene como resultado una lista de documentos que suelen presentarse en pantalla, en funcion de valores que reflejan que cada documento se relaciona con las necesidades expresadas por el usuario, o a su vez por el termino o frase a consultar, ya que los documentos que se recuperaron son expresados en diferentes idiomas. El valor de cualquier sistema de informacion esta validado por la calidad y cantidad de informacion adjunta, pero asi mismo por la facilidad para encontrar dicha informacion.",PDF,es,Trabajo de Fin de Titulacion,Velasquez Gagñay Jhony Alcivar,NULL,NULL,NULL,Riofrio Calderon Guido Eduardo,NULL,Recuperacion de informacion,Informacion multilingüe,Ingeniero en sistemas informaticos y computacion,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=13245.titn.
Definicion_de_una_tecnica_de_representacion_universal_del_lenguaje_2012,Definicion de una tecnica de representacion universal del lenguaje,2012,"La necesidad de intercambiar informacion en actividades como investigacion, educacion, negocios, intercambio de cultura, etc. ha crecido constantemente. Es muy dificil obligar a las personas aprender los multiples idiomas que son alrededor de 6000 en todo el mundo, mas bien lo que se ha estado buscando como solucion y aprovechando la tecnologia actual es brindar sistemas multilingües que faciliten dicha actividad, ahorrando dinero, tiempo y sobre todo esfuerzo por parte de nosotros las personas.",PDF,es,Trabajo de Fin de Titulacion,Encalada Elizalde Elba Elizabeth,NULL,NULL,NULL,Riofrio Calderon Guido Eduardo,NULL,Linguistica,Multilinguismo,Ingeniero en sistemas informaticos y computacion,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=13246.titn.
Definicion_y_aplicacion_de_las_mejores_practicas_en_la_planificacion_monitoreo_y_control_de_proyectos_propuestas_por_el_CMMI_Strager_Ver11_para_el_grupo_de_desarrollo_de_software_UPSI_2012,Definicion y aplicacion de las mejores practicas en la planificacion monitoreo y control de proyectos propuestas por el CMMI Strager Ver11 para el grupo de desarrollo de software UPSI,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Jumbo Flores Luis Alberto,Chavez Guaman Luis Fernando,Ortega Castillo Jaime Ignacio,NULL,Piedra Pullaguari Nelson Oswaldo,NULL,UTPL,Proyectos y Control,Ingeniero en sistemas informaticos y computacion,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=13255.titn.
Definicion_de_procesos_para_el_grupo_de_desarrollo_de_sotware_de_unidad_de_proyectos_y_sistemas_informaticos_de_la_UTPL_basados_en_el_modelo_de_capacidad_de_madurez_integrados_cmmi_v_12_area_de_medicion_y_analisis_2012,Definicion de procesos para el grupo de desarrollo de sotware de unidad de proyectos y sistemas informaticos de la UTPL basados en el modelo de capacidad de madurez integrados cmmi v 12 area de medicion y analisis,2012,"La existencia de numerosos fabricantes de software y la cantidad enorme de aplicaciones presentes en la actualidad, ha dejado como legado un sin numero de productos de todo tipo en el mercado, lo cual ha obligado a la industria de software a crear soluciones fiables, estandarizadas, con seguimientos de procesos de desarrollo para obtener la tan ansiada calidad del software y su respectiva certificacion. En esencia, en la actualidad los sistemas informaticos se han hecho imprescindibles para toda empresa o institucion, ya que deben procesar grandes volumenes de informacion y con alta fiabilidad para que la entidad pueda subsistir en este mundo globalizado, en el cual tener el conocimiento y la informacion al alcance de sus manos lo mas pronto posible han colaborado para que el software certificado y con estandares de desarrollo de calidad sean los mas confiables y mas buscados por las empresas.",PDF,es,Trabajo de Fin de Titulacion,Valarezo Benitez Georgina Angela,NULL,NULL,NULL,Salinas Salinas Guido Hernan,NULL,UTPL,CMMI,Software,Software,Ingeniero en Sistemas Informaticos y Computacion,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=13237.titn.
Definicion_de_procesos_para_el_grupo_de_desarrollo_de_software_de_la_unidad_de_proyectos_y_sistemas_informaticos_de_la_UTPL_basado_en_el_modelo_de_capacidad_de_madurez_integrado_CMMI_V12Area_de_aseguramiento_de_calidd_del_proceso_y_del_producto_2012,Definicion de procesos para el grupo de desarrollo de software de la unidad de proyectos y sistemas informaticos de la UTPL basado en el modelo de capacidad de madurez integrado CMMI V12Area de aseguramiento de calidd del proceso y del producto,2012,"En la actualidad, la competitividad existente entre organizaciones de la misma indole, y la exigencia por parte de los clientes para que el producto que desean sea de calidad, en menor tiempo y abaratando costos, ha llevado a la definicion de modelos con estandares de calidad, los cuales al ser implantados, sean un sello de garantia para la empresa y se conviertan en ventaja competitiva frente a sus similares. La induccion de estos modelos lleva a la definicion de procesos que hagan que el trabajo se lo pueda hacer de forma repetitiva y reutilizable, ahorrando sobre todo tiempo, que es uno de los factores mas importantes en la actualidad.",PDF,es,Trabajo de Fin de Titulacion,Mogrovejo Ramirez Viviana Katherine,Sarango Gaona Lucia Judith,NULL,NULL,Mora Arciniegas Maria Belen,NULL,Software,Ingeniero en sistemas informaticos y computacion,NULL,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=13238.titn.
Desarrollar_y_establecer_la_adopcion_y_mejora_de_un_proceso_para_el_area_de_aseguramiento_de_la_calidad_del_software_basado_en_el_modelo_de_capacidad_de_madurez_integrado_CMMI_para_el_equipo_de_desarrollo_del_software_utlizando_herramientas_rational_2012,Desarrollar y establecer la adopcion y mejora de un proceso para el area de aseguramiento de la calidad del software basado en el modelo de capacidad de madurez integrado CMMI para el equipo de desarrollo del software utlizando herramientas rational,2012,NULL,PDF,es,Trabajo de Fin de Titulacion,Acaro Jaramillo Byron Rafael,Alvarez Pineda Francisco Javier,NULL,NULL,Piedra Pullaguari Nelson Oswaldo,NULL,Desarrollo de software,Heramienta radional,Ingeniero en sistemas informaticos y computacion,NULL,NULL,NULL,NULL,https://bibliotecautpl.utpl.edu.ec/abnetopac/abnetcl.exe?ACC=DOSEARCH&xsqf99=14018.titn.
